hindama,halb,xcomp,tea_eesti_arst_2004_1609#4,,,,,,,,,,,,
hindama,halb,xcomp,tea_eesti_arst_2004_1635#23,,,,,,,,,,,,
hindama,hea,xcomp,aja_luup200009_372#11,,,,,,,,,,,,
hindama,hea,xcomp,tea_eesti_arst_2004_1574#7,,,,,,,,,,,,
hindama,hea,xcomp,tea_eesti_arst_2004_1598#7,,,,,,,,,,,,
hindama,hea,xcomp,tea_eesti_arst_2004_1634#13,,,,,,,,,,,,
hindama,kallim,xcomp,ilu_remsu_34#18,,,,,,,,,,,,
hindama,keerukas,xcomp,aja_pm20001004_1009#11,,,,,,,,,,,,
hindama,kõrge,xcomp,aja_luup200106_921#11,,,,,,,,,,,,
hindama,maa_lähedane,xcomp,aja_pm20001004_1019#6,,,,,,,,,,,,
hindama,marginaalne,xcomp,tea_toohoive_211#20,,,,,,,,,,,,
hindama,olulisem,xcomp,tea_eesti_arst_2004_1039#18,,,,,,,,,,,,
hindama,parem,xcomp,tea_eesti_arst_2004_248#27,,,,,,,,,,,,
hindama,parim,xcomp,aja_ml200247_1068#7,,,,,,,,,,,,
hindama,rahuldav,xcomp,tea_eesti_arst_2004_1635#12,,,,,,,,,,,,
hindama,suurem,xcomp,aja_epl20061216_71#13,,,,,,,,,,,,
hindama,tähtsaim,xcomp,aja_pm20001004_1120#2,,,,,,,,,,,,
hindama,vana_raua_lähedane,xcomp,aja_pm20001004_656#21,,,,,,,,,,,,
hindama,väike,xcomp,tea_toohoive_203#6,,,,,,,,,,,,
jagama,hea+deks-halb,xcomp,aja_pm20001004_442#5,"siiski kahtlane: jagas kahte rühma; jagas kaheks, jagas kahe rühma vahel",,,,,,,,,,,
jagunema,geneeriline,xcomp,tea_eesti_arst_2004_1015#3,,,,,,,,,,,,
jahvatama,peen,xcomp,aja_pm199626_716#5,,,,,,,,,,,,
jaotama,intensiivne,obl,tea_dr8020_288#9,kahtlane,,,,,,,,,,,
jaotama,mitte_geneetiline,xcomp,tea_eesti_arst_2004_57#5,kahtlane,,,,,,,,,,,
jaotama,väiksem,obl,aja_ee199920_1229#15,kahtlane,,,,,,,,,,,
jääma,alatine,xcomp,tea_eesti_arst_2004_1539#3,obl,,,,,,,,,,,
jääma,anonüümne,xcomp,aja_pm20001004_175#5,,,,,,,,,,,,
jääma,anonüümne,xcomp,ilu_sauter_97#11,,,,,,,,,,,,
jääma,anonüümne,xcomp,tea_eesti_arst_2004_1295#14,,,,,,,,,,,,
jääma,arengu_võimeline,xcomp,aja_epl20061216_251#27,,,,,,,,,,,,
jääma,avatud,xcomp,aja_pm20000218_87#16,,,,,,,,,,,,
jääma,domineeriv,xcomp,tea_geofyysika_402#12,,,,,,,,,,,,
jääma,eba_selge,xcomp,tea_eesti_arst_2004_1438#14,,,,,,,,,,,,
jääma,eba_selge,xcomp,tea_eesti_arst_2004_56#8,,,,,,,,,,,,
jääma,endine,xcomp,aja_pm20000218_1393#6,,,,,,,,,,,,
jääma,haige,xcomp,aja_epl20061216_135#18,,,,,,,,,,,,
jääma,haige,xcomp,aja_luup200009_85#15,,,,,,,,,,,,
jääma,haige,xcomp,ilu_kanep_1087#16,,,,,,,,,,,,
jääma,haige,xcomp,ilu_kivirahk_585#19,,,,,,,,,,,,
jääma,haige,xcomp,ilu_valton_539#18,,,,,,,,,,,,
jääma,õhem,xcomp,aja_ee200110_1181#7,,,,,,,,,,,,
jääma,hõre,xcomp,aja_ee200110_2849#5,,,,,,,,,,,,
jääma,kauge,xcomp,aja_pm20000218_712#18,,,,,,,,,,,,
jääma,kõhn,xcomp,aja_ee200110_1982#2,,,,,,,,,,,,
jääma,kindel,xcomp,aja_pm20000218_110#3,,,,,,,,,,,,
jääma,kitsas,xcomp,aja_ee199920_1007#10,,,,,,,,,,,,
jääma,kitsas,xcomp,aja_epl20061216_651#6,,,,,,,,,,,,
jääma,kitsas,xcomp,aja_ml200247_516#7,,,,,,,,,,,,
jääma,kitsas,xcomp,aja_pm20000218_1296#14,,,,,,,,,,,,
jääma,kitsas,xcomp,aja_sloleht20071217_407#7,,,,,,,,,,,,
jääma,kolmas,obl,aja_ee200110_1549#14,,,,,,,,,,,,
jääma,konarlik,xcomp,aja_pm20000218_987#5,,,,,,,,,,,,
jääma,konservatiivne,xcomp,aja_luup200106_178#7,,,,,,,,,,,,
jääma,konservatiivne,xcomp,aja_sloleht20071217_830#5,,,,,,,,,,,,
jääma,kõrvaline,xcomp,aja_pm20000218_207#10,,,,,,,,,,,,
jääma,üksik,xcomp,ilu_sauter_56#23,,,,,,,,,,,,
jääma,kätte_saamatu,xcomp,aja_ee200110_3053#16,,,,,,,,,,,,
jääma,kuiv,xcomp,aja_pm199626_464#5,,,,,,,,,,,,
jääma,kunstlik,xcomp,aja_horisont2000_515#9,,,,,,,,,,,,
jääma,lahtine,xcomp,tea_geofyysika_426#7,,,,,,,,,,,,
jääma,leebem,xcomp,aja_epl20061216_142#16,,,,,,,,,,,,
jääma,lühem,xcomp,aja_ee200110_1183#3,,,,,,,,,,,,
jääma,lühike,xcomp,aja_pm20000218_196#14,,,,,,,,,,,,
jääma,madal,xcomp,aja_ee200110_163#16,,,,,,,,,,,,
jääma,minutiline,xcomp,aja_sloleht20071217_622#7,,,,,,,,,,,,
jääma,märkamatu,xcomp,aja_ee199920_1897#16,,,,,,,,,,,,
jääma,märkamatu,xcomp,aja_ee199920_455#31,,,,,,,,,,,,
jääma,muutumatu,xcomp,aja_luup200106_86#14,,,,,,,,,,,,
jääma,muutumatu,xcomp,tea_toohoive_757#10,,,,,,,,,,,,
jääma,narr,xcomp,aja_ml200247_888#20,,,,,,,,,,,,
jääma,nimetu,xcomp,aja_epl20061216_445#14,,,,,,,,,,,,
jääma,paikne,xcomp,ilu_orlau_14#20,,,,,,,,,,,,
jääma,paljas,xcomp,ilu_vilep_219#13,,,,,,,,,,,,
jääma,parim,xcomp,aja_pm20000218_946#17,,,,,,,,,,,,
jääma,pädev,xcomp,tea_eesti_arst_2004_1388#8,,,,,,,,,,,,
jääma,püüdmatu,xcomp,aja_epl20070812_129#6,,,,,,,,,,,,
jääma,pool_automaatne,xcomp,tea_AA_05_6_716#13,,,,,,,,,,,,
jääma,praegune,obl,aja_epl20061216_454#17,,,,,,,,,,,,
jääma,silma_torkamatu,xcomp,aja_ee200110_2208#7,,,,,,,,,,,,
jääma,sirge,xcomp,aja_ee199920_151#4,,,,,,,,,,,,
jääma,sootu,xcomp,aja_pm20000218_364#26,,,,,,,,,,,,
jääma,stabiilne,xcomp,tea_toohoive_406#17,,,,,,,,,,,,
jääma,suletud,xcomp,aja_epl20061216_242#12,,,,,,,,,,,,
jääma,suurem,xcomp,aja_luup200106_834#7,,,,,,,,,,,,
jääma,tagasi_hoidlik,xcomp,aja_ml200247_463#22,,,,,,,,,,,,
jääma,tagasi_hoidlik,xcomp,aja_sloleht20071217_273#6,,,,,,,,,,,,
jääma,teostamatu,xcomp,aja_luup200106_1378#17,,,,,,,,,,,,
jääma,truu,xcomp,aja_ee199920_1788#26,,,,,,,,,,,,
jääma,truu,xcomp,aja_ee200110_2975#9,,,,,,,,,,,,
jääma,truu,xcomp,aja_ml200247_369#19,,,,,,,,,,,,
jääma,truu,xcomp,aja_pm20001004_237#3,,,,,,,,,,,,
jääma,tõsine,xcomp,ilu_vilep_500#3,,,,,,,,,,,,
jääma,tumm,xcomp,aja_luup200202_452#19,,,,,,,,,,,,
jääma,tundmatu,xcomp,aja_ee200110_3039#15,,,,,,,,,,,,
jääma,vaba,xcomp,aja_ee200110_653#6,,,,,,,,,,,,
jääma,vaba,xcomp,aja_luup200106_408#18,,,,,,,,,,,,
jääma,vaba,xcomp,tea_AA_05_6_1057#1,,,,,,,,,,,,
jääma,vaesem,xcomp,aja_pm20001004_540#12,,,,,,,,,,,,
jääma,vaikse~m,xcomp,arborest_135#8,xcomp? Kadri:jah,"Winston keeras nuppu ja hääl jäi veidi vaiksemaks,",,,,,,,,,,
jääma,vaimu_haige,xcomp,aja_ee200110_326#33,,,,,,,,,,,,
jääma,veetu,xcomp,aja_epl20061216_187#12,,,,,,,,,,,,
jääma,vähem,xcomp,aja_luup200106_509#10,,,,,,,,,,,,
jääma,vähem,xcomp,ilu_valton_368#7,,,,,,,,,,,,
jääma,vähem,xcomp,ilu_vilep_4#6,,,,,,,,,,,,
jääma,vähene,obl,aja_ee199920_1929#9,"kahtlane, xcomp? vrd aega on vähe",jääb,Tallinnas,kulinaarseks,tegevuseks,aega,väheseks,,,,,
jääma,vähene,xcomp,tea_geofyysika_456#15,"kahtlane, xcomp?",jääb,selles,ainet,teise,tähe,tekkimise,tarvis,väheseks,,,
jääma,viimane,xcomp,aja_ee199920_237#13,xcomp,,,,,,,,,,,
jääma,viimane,xcomp,aja_ml200247_1565#13,xcomp,,,,,,,,,,,
jääma,viimane,xcomp,ilu_valton_582#1,xcomp,,,,,,,,,,,
jääma,väiksem,xcomp,aja_pm20001004_527#17,,,,,,,,,,,,
jääma,väiksem,xcomp,tea_geofyysika_356#14,,,,,,,,,,,,
jääma,võõras,xcomp,aja_luup200106_172#17,,,,,,,,,,,,
jääma,võõras,xcomp,aja_ml200247_1573#5,,,,,,,,,,,,
jääma,võõras,xcomp,ilu_ruben_238#8,,,,,,,,,,,,
jäänud,kadunud,obl,aja_epl20061216_260#9,xcomp,minema,lennanud,ja,kadunuks,jäänud,päästekeskuse,diriþaabli,uus,variant,on,valmis
jäänud,kadunud,xcomp,aja_ee200110_470#20,xcomp,kuulub,eelmisel,õhtul,kadunuks,jäänud,Urmas,Nordenile.,,,,
jää=nud,kange,xcomp,aja_sloleht20071217_220#17,,,,,,,,,,,,
jäänud,pime,xcomp,aja_pm20000218_1519#11,,,,,,,,,,,,
jäänud,vaiksem,xcomp,aja_ml200247_2025#4,,,,,,,,,,,,
jäänud,vana,xcomp,aja_ee199920_1094#10,,,,,,,,,,,,
jooksma,tuline,xcomp,arborest_770#4,poiss jooksis naha tuliseks,,,,,,,,,,,
järel,nüüdne,obl,ilu_valton_272#1,,,,,,,,,,,,
jätkuma,kauem,obl,ilu_kanep_197#7,obl,segadust,jätkub,kauemaks.,,,,,,,,
jätkuma,kauem,obl,aja_epl20061216_457#14,obl,,,,,,,,,,,
jätma,külm,xcomp,aja_ee199920_614#8,,,,,,,,,,,,
jätma,külm,xcomp,aja_pm20001004_1211#8,,,,,,,,,,,,
jätma,konservatiivne,xcomp,aja_luup200106_817#19,,,,,,,,,,,,
jätma,läbi_paistmatu,xcomp,aja_pm20000218_296#10,,,,,,,,,,,,
jätma,lühike,xcomp,aja_ee199920_15#15,,,,,,,,,,,,
jätma,tühi,xcomp,aja_pm199626_251#14,,,,,,,,,,,,
jätma,valge,xcomp,aja_ee200110_1186#10,,,,,,,,,,,,
jäätunud,kange,xcomp,ilu_kivirahk_394#14,,,,,,,,,,,,
jõudma,praegune,obl,aja_horisont2000_510#1,,,,,,,,,,,,
jõudma,tänane,obl,aja_pm20000218_832#13,,,,,,,,,,,,
juurima,puhas,xcomp,arborest_771#5,,,,,,,,,,,,
kaapima,puhas,xcomp,arborest_778#5,,,,,,,,,,,,
kallama,märg,xcomp,arborest_782#5,,,,,,,,,,,,
kallama,tühi,xcomp,arborest_783#5,,,,,,,,,,,,
kandma,praegune,obl,aja_horisont2000_1332#2,,,,,,,,,,,,
karjuma,kähe,xcomp,aja_pm20000218_1000#11,,,,,,,,,,,,
kasvama,jämeda=m,xcomp,aja_ee199920_2350#33,,,,,,,,,,,,
kasvama,nüüdne,obl,aja_pm20001004_492#30,,,,,,,,,,,,
kasvama,paks,xcomp,aja_ml200247_1396#6,,,,,,,,,,,,
kasvama,suurem,xcomp,aja_luup200106_231#3,,,,,,,,,,,,
kasvama,suurem,xcomp,ilu_valton_170#10,,,,,,,,,,,,
kasvama,suurem,xcomp,tea_geofyysika_403#6,,,,,,,,,,,,
kasvama,suur,xcomp,aja_pm199626_322#16,,,,,,,,,,,,
kasvama,suur,xcomp,ilu_indrikson_75#7,,,,,,,,,,,,
kasvama,tänane,obl,aja_ee200110_1309#9,,,,,,,,,,,,
kasvama,tugevam,xcomp,ilu_valton_212#16,,,,,,,,,,,,
kavandama,tänane,obl,aja_pm20001004_1181#1,,,,,,,,,,,,
kavandatud,nelja_kuuline,xcomp,aja_pm20001004_194#1,,,,,,,,,,,,
keede=tud,kõva,xcomp,ilu_valton_147#4,,,,,,,,,,,,
keerama,vaikse~m,xcomp,arborest-dev_15#11,,,,,,,,,,,,
keerama,valjem,xcomp,aja_ee200110_1733#4,,,,,,,,,,,,
keetma,surnud,xcomp,aja_epl20061216_586#2,,,,,,,,,,,,
kehtetu,praegune,obl,aja_epl20061216_658#16,,,,,,,,,,,,
kerkima,kahe-kordne,xcomp,arborest-dev_91#3,xcomp? xcomp!,Päevapalk,kerkis,kahekordseks,,,,,,,,
kerki=nud,kõrge,xcomp,tea_toohoive_1178#11,,,,,,,,,,,,
köhatama,puhas,xcomp,ilu_vilep_201#9,,,,,,,,,,,,
kihutama,kolmas,xcomp,aja_epl20070812_134#1,xcomp,kihutas end kolmandaks,,,,,,,,,,
käima,kont-võõras,xcomp,arborest_831#5,,,,,,,,,,,,
käima,kont-võõras,xcomp,arborest_832#5,,,,,,,,,,,,
kiskuma,paljas,xcomp,aja_ee200110_1932#5,,,,,,,,,,,,
kiskuma,tõsine,xcomp,aja_ee199920_1864#4,,,,,,,,,,,,
käiv,praegune,obl,aja_luup200202_852#3,,,,,,,,,,,,
koputama,tühi,xcomp,ilu_kanep_127#3,,,,,,,,,,,,
küpseta=tud,klaasjas,xcomp,aja_ee199920_2029#3,xcomp,"Lisandiks serveeritud klaasjaks küpsetatud sibul,",,,,,,,,,,
kõrbema,loll,xcomp,ilu_kanep_1153#5,,,,,,,,,,,,
kruvima,kõrge,xcomp,aja_luup200106_310#17,,,,,,,,,,,,
kütma,soe,xcomp,aja_ee200110_1703#6,,,,,,,,,,,,
kuivama,tühi,xcomp,aja_ee200110_2815#15,,,,,,,,,,,,
kujunema,edukam,xcomp,aja_luup200202_678#6,,,,,,,,,,,,
kujunema,kallim,xcomp,aja_pm20001004_851#7,,,,,,,,,,,,
kujunema,keerulisem,xcomp,aja_epl20061216_61#21,,,,,,,,,,,,
kujunema,kõrgem,xcomp,tea_toohoive_952#35,,,,,,,,,,,,
kujunema,laiali_valguv,xcomp,aja_pm199626_595#13,,,,,,,,,,,,
kujunema,milline,xcomp,aja_ee199920_897#1,,,,,,,,,,,,
kujunema,odavam,xcomp,aja_pm20000218_82#11,,,,,,,,,,,,
kujunema,oluline,xcomp,aja_luup200106_1304#10,,,,,,,,,,,,
kujunema,südamlik,xcomp,aja_ee199920_1710#3,,,,,,,,,,,,
kujunema,segane,xcomp,aja_ee200110_1031#4,,,,,,,,,,,,
kujunema,viimane,xcomp,aja_luup200009_22#9,,,,,,,,,,,,
kujune=nud,ekstreemne,xcomp,aja_sloleht20071217_783#2,,,,,,,,,,,,
kuluma,must,xcomp,ilu_vilep_570#15,,,,,,,,,,,,
kutsuma,kuue_teist_kümnes,xcomp,ilu_valton_210#9,xcomp? - xcomp,keda ta kutsus kuueteistkümnendaks,,,,,,,,,,
kutsuma,lõplik,xcomp,tea_AA_05_6_533#1,,,,,,,,,,,,
kuulutama,ainus,xcomp,aja_ml200247_1259#27,,,,,,,,,,,,
kuulutama,avalik,xcomp,aja_luup200009_780#4,,,,,,,,,,,,
kuulutama,eba_seaduslik,xcomp,aja_epl20061216_176#17,,,,,,,,,,,,
kuulutama,ise_seisev,xcomp,aja_luup200106_1234#30,,,,,,,,,,,,
kuulutama,ise_seisev,xcomp,aja_luup200106_1239#23,,,,,,,,,,,,
kuulutama,ise_seisev,xcomp,aja_luup200202_460#21,,,,,,,,,,,,
kuulutama,lõppenud,xcomp,aja_horisont2000_429#14,,,,,,,,,,,,
laienema,nüüdne,obl,tea_eesti_arst_2004_1307#14,,,,,,,,,,,,
langema,olematu,xcomp,tea_toohoive_543#6,,,,,,,,,,,,
laskma,lõtv,xcomp,aja_ml200247_1152#9,,,,,,,,,,,,
laskma,lõtv,xcomp,aja_ml200247_1193#8,,,,,,,,,,,,
laskma,pehmem,xcomp,aja_ee200110_1556#5,,,,,,,,,,,,
laskma,pikkune,xcomp,ilu_kanep_364#7,,,,,,,,,,,,
laskma,tühi,xcomp,aja_epl20061216_263#14,,,,,,,,,,,,
laskma,vaba,xcomp,aja_pm20000218_1322#10,,,,,,,,,,,,
leppima,praegune,obl,aja_ee200110_25#4,,,,,,,,,,,,
lihvima,siledam,xcomp,aja_pm20000218_591#22,xcomp (vist),selle,aluseks,olevat,eriti,teravat,vastasseisu,siledamaks,lihvida.,,,
liigutama,vaba,xcomp,arborest_423#4,,,,,,,,,,,,
liigutama,vaba,xcomp,arborest-dev_59#4,,,,,,,,,,,,
läinud,kallis,xcomp,aja_ee199920_864#4,,,,,,,,,,,,
läinud,pool_segane,xcomp,aja_epl20061216_44#8,,,,,,,,,,,,
lükkama,tühi,xcomp,aja_pm20000218_1006#14,,,,,,,,,,,,
lööma,külm,xcomp,ilu_orlau_183#7,,,,,,,,,,,,
lööma,kurt,xcomp,aja_ee200110_562#10,,,,,,,,,,,,
lööma,valus,xcomp,aja_sloleht20071217_692#16,,,,,,,,,,,,
loodud,parem,xcomp,ilu_remsu_227#24,,,,,,,,,,,,
looma,andekas,xcomp,ilu_indrikson_140#9,,,,,,,,,,,,
looma,võimeline,xcomp,aja_luup200009_892#3,,,,,,,,,,,,
loopima,vigane,xcomp,arborest_871#5,,,,,,,,,,,,
lootma,homne,obl,aja_pm20001004_1181#8,,,,,,,,,,,,
lõppema,nüüdne,obl,aja_ml200247_1543#1,,,,,,,,,,,,
lugema,õiglane,xcomp,aja_ml200247_1188#2,,,,,,,,,,,,
lugema,kahtlane,xcomp,aja_ee199920_46#16,,,,,,,,,,,,
lugema,kehtiv,xcomp,tea_AA_05_6_188#22,,,,,,,,,,,,
lugema,kõrge,xcomp,tea_toohoive_1185#25,,,,,,,,,,,,
lugema,lähedane,xcomp,aja_ml200247_1159#2,,,,,,,,,,,,
lugema,negatiivne,xcomp,tea_toohoive_811#10,,,,,,,,,,,,
lugema,positiivne,xcomp,tea_toohoive_1077#9,,,,,,,,,,,,
lugema,vähendav,xcomp,tea_toohoive_811#21,,,,,,,,,,,,
lugema,võrdne,xcomp,aja_luup200106_327#22,,,,,,,,,,,,
lutsima,puhas,xcomp,ilu_kivirahk_210#19,,,,,,,,,,,,
minema,hapu,xcomp,ilu_sauter_4#7,,,,,,,,,,,,
minema,higine,xcomp,aja_horisont2000_1176#16,,,,,,,,,,,,
minema,hullem,xcomp,ilu_vilep_279#3,,,,,,,,,,,,
minema,hullu_meelne,xcomp,aja_ee200110_2167#6,,,,,,,,,,,,
minema,hull,xcomp,ilu_kanep_725#2,,,,,,,,,,,,
minema,hull,xcomp,ilu_kivirahk_710#20,,,,,,,,,,,,
minema,hull,xcomp,ilu_valton_398#5,,,,,,,,,,,,
minema,hull,xcomp,ilu_vilep_276#6,,,,,,,,,,,,
minema,hull,xcomp,ilu_vilep_304#4,,,,,,,,,,,,
minema,isiklik,xcomp,ilu_maailm_530#2,,,,,,,,,,,,
minema,kallis,xcomp,aja_ee199920_2067#8,,,,,,,,,,,,
minema,kiire,xcomp,aja_sloleht20071217_564#4,,,,,,,,,,,,
minema,kiire,xcomp,aja_sloleht20071217_788#14,,,,,,,,,,,,
minema,kiire,xcomp,aja_sloleht20071217_789#1,,,,,,,,,,,,
minema,kitsam,xcomp,aja_horisont2000_1117#16,,,,,,,,,,,,
minema,külm,xcomp,ilu_maailm_28#5,,,,,,,,,,,,
minema,kole,xcomp,aja_ee200110_2767#12,,,,,,,,,,,,
minema,konkreetne,xcomp,aja_ee200110_2602#11,,,,,,,,,,,,
minema,kuumem,xcomp,aja_ee200110_1457#9,,,,,,,,,,,,
minema,kuum,xcomp,aja_horisont2000_659#12,,,,,,,,,,,,
minema,kuum,xcomp,aja_pm20000218_371#16,,,,,,,,,,,,
minema,lõdvem,xcomp,aja_luup200009_324#15,,,,,,,,,,,,
minema,paha,xcomp,ilu_maailm_210#3,xcomp,Süda,läks,pahaks,,,,,,,,
minema,paks,xcomp,aja_ee200110_1458#3,,,,,,,,,,,,
minema,paks,xcomp,aja_horisont2000_1173#2,,,,,,,,,,,,
minema,pala=vam,xcomp,aja_ee200110_1773#4,,,,,,,,,,,,
minema,parem,xcomp,aja_ee199920_2037#11,,,,,,,,,,,,
minema,parem,xcomp,aja_ee200110_1050#17,,,,,,,,,,,,
minema,parem,xcomp,aja_ee200110_2776#5,,,,,,,,,,,,
minema,parem,xcomp,aja_pm199626_8#12,,,,,,,,,,,,
minema,parem,xcomp,aja_sloleht20071217_303#9,,,,,,,,,,,,
minema,parem,xcomp,aja_sloleht20071217_318#6,,,,,,,,,,,,
minema,parem,xcomp,aja_sloleht20071217_700#7,,,,,,,,,,,,
minema,parem,xcomp,ilu_kanep_108#6,,,,,,,,,,,,
minema,pime,xcomp,aja_ml200247_1988#4,,,,,,,,,,,,
minema,põnevam,xcomp,aja_horisont2000_1#4,,,,,,,,,,,,
minema,punane,xcomp,ilu_vilep_122#16,,,,,,,,,,,,
minema,raskem,xcomp,aja_horisont2000_1303#11,,,,,,,,,,,,
minema,raskem,xcomp,aja_luup200202_785#13,,,,,,,,,,,,
minema,raskem,xcomp,aja_pm20001004_951#14,,,,,,,,,,,,
minema,raske,xcomp,aja_ee200110_1461#3,,,,,,,,,,,,
minema,raske,xcomp,aja_pm20000218_189#13,,,,,,,,,,,,
minema,räige,xcomp,aja_ml200247_888#7,,,,,,,,,,,,
minema,rutiinne,xcomp,ilu_sauter_288#20,,,,,,,,,,,,
minema,rõve,xcomp,aja_ee200110_1006#12,,,,,,,,,,,,
minema,sõge,xcomp,aja_ee200110_507#5,,,,,,,,,,,,
minema,soe,xcomp,aja_ee199920_2034#28,,,,,,,,,,,,
minema,soojem,xcomp,aja_horisont2000_828#6,,,,,,,,,,,,
minema,soojem,xcomp,aja_sloleht20071217_149#5,,,,,,,,,,,,
minema,spetsiifilise=m,xcomp,tea_AA_05_6_458#26,,,,,,,,,,,,
minema,suurem,xcomp,aja_ee200110_2631#30,,,,,,,,,,,,
minema,suurem,xcomp,aja_horisont2000_40#17,,,,,,,,,,,,
minema,terav,xcomp,ilu_sauter_536#4,,,,,,,,,,,,
minema,tühi,xcomp,aja_ee200110_1452#13,,,,,,,,,,,,
minema,tühi,xcomp,ilu_valton_324#3,,,,,,,,,,,,
minema,tihedam,xcomp,aja_sloleht20071217_787#14,,,,,,,,,,,,
minema,tõsine,xcomp,tea_toohoive_279#28,,,,,,,,,,,,
minema,tõsisem,xcomp,aja_ee200110_2388#3,,,,,,,,,,,,
minema,valgem,obl,ilu_maailm_6#3,xcomp,,,,,,,,,,,
minema,valge,xcomp,ilu_maailm_303#4,,,,,,,,,,,,
mõistma,õige,xcomp,aja_pm20000218_1214#5,,,,,,,,,,,,
mõistma,õige,xcomp,aja_pm20000218_1216#7,,,,,,,,,,,,
mäluma,peen,xcomp,ilu_kanep_993#17,,,,,,,,,,,,
mängima,tihe,xcomp,aja_pm20000218_760#20,,,,,,,,,,,,
moodustuma,tänane,obl,aja_ee199920_554#1,,,,,,,,,,,,
moondama,tähenduste_rohke,xcomp,aja_ee199920_1625#11,,,,,,,,,,,,
määrama,kindel,xcomp,aja_ml200247_1225#20,xcomp? jah xcomp,,,,,,,,,,,
määrama,kindel,xcomp,aja_horisont2000_1244#14,,,,,,,,,,,,
määrama,kindel,xcomp,aja_luup200202_909#16,,,,,,,,,,,,
määrama,kindel,xcomp,aja_luup200202_910#7,,,,,,,,,,,,
määrama,kindel,xcomp,tea_AA_05_6_297#4,,,,,,,,,,,,
määrama,kindel,xcomp,tea_toohoive_725#8,,,,,,,,,,,,
määratud,kindel,xcomp,aja_sloleht20071217_1041#7,,,,,,,,,,,,
mõtlema,selge,xcomp,aja_pm199626_245#7,,,,,,,,,,,,
mõtlema,selge,xcomp,ilu_sauter_189#15,,,,,,,,,,,,
mugima,tühi,obl,ilu_kivirahk_562#7,,,,,,,,,,,,
muute=v,nukker,xcomp,ilu_kivirahk_80#7,xcomp,,,,,,,,,,,
muutma,aktuaalne,xcomp,tea_eesti_arst_2004_994#7,,,,,,,,,,,,
muutma,arenemis_võimeline,xcomp,aja_horisont2000_722#5,,,,,,,,,,,,
muutma,atraktiivne,xcomp,tea_toohoive_63#20,,,,,,,,,,,,
muutma,atraktiivsem,xcomp,aja_luup200202_401#14,,,,,,,,,,,,
muutma,eba_mugavam,xcomp,aja_luup200106_1235#20,,,,,,,,,,,,
muutma,haavatav,xcomp,aja_ee199920_1313#12,,,,,,,,,,,,
muutma,human=istlikum,xcomp,aja_luup200106_1397#12,,,,,,,,,,,,
muutma,huvitavam,xcomp,tea_eesti_arst_2004_29#10,,,,,,,,,,,,
muutma,ilusam,xcomp,aja_horisont2000_1059#17,,,,,,,,,,,,
muutma,immuunne,xcomp,aja_ee199920_1599#10,,,,,,,,,,,,
muutma,inimliku=m,xcomp,aja_horisont2000_529#8,,,,,,,,,,,,
muutma,interneti_põhine,xcomp,aja_ee200110_796#9,,,,,,,,,,,,
muutma,julmem,xcomp,aja_luup200009_594#10,,,,,,,,,,,,
muutma,kallis,xcomp,tea_AA_05_6_722#6,,,,,,,,,,,,
muutma,kare,xcomp,arborest_137#25,,,,,,,,,,,,
muutma,kergem,xcomp,aja_pm20001004_731#7,,,,,,,,,,,,
