milj	Y	NUM	Abbr=Yes
min	Y	NOUN	Abbr=Yes
MK	Y	PROPN	Abbr=Yes
mk	Y	PROPN	Abbr=Yes
ML	Y	PROPN	Abbr=Yes
ml	Y	PROPN	Abbr=Yes
mln	Y	NUM	Abbr=Yes
MM	Y	PROPN	Abbr=Yes
mm	Y	NOUN	Abbr=Yes
mm2	Y	NOUN	Abbr=Yes
MMM	Y	PROPN	Abbr=Yes
mmol/l	Y	ADV	Abbr=Yes
mnt	Y	PROPN	Abbr=Yes
mol/g	Y	ADV	Abbr=Yes
MoS	Y	PROPN	Abbr=Yes
MP3	Y	PROPN	Abbr=Yes
MPAA	Y	PROPN	Abbr=Yes
MPEG	Y	PROPN	Abbr=Yes
MR	Y	NOUN	Abbr=Yes
Mr	Y	PROPN	Abbr=Yes
MRI	Y	PROPN	Abbr=Yes
MRT	Y	PROPN	Abbr=Yes
MS	Y	PROPN	Abbr=Yes
m/s	Y	ADV	Abbr=Yes
MTV	Y	PROPN	Abbr=Yes
MTÜ	Y	PROPN	Abbr=Yes
M.W	Y	PROPN	Abbr=Yes
Mõ	Y	X	Abbr=Yes
mõ	Y	X	Abbr=Yes
MYERS	Y	PROPN	Abbr=Yes
N	Y	PROPN	Abbr=Yes
N.	Y	PROPN	Abbr=Yes
n	Y	SYM	Abbr=Yes
NASA	Y	PROPN	Abbr=Yes
NASCAR	Y	PROPN	Abbr=Yes
NATO	Y	PROPN	Abbr=Yes
NBA	Y	PROPN	Abbr=Yes
NCAR	Y	PROPN	Abbr=Yes
NCR	Y	PROPN	Abbr=Yes
Nd	Y	INTJ	Abbr=Yes
ne	Y	X	Abbr=Yes
NEZ	Y	PROPN	Abbr=Yes
N.G	Y	PROPN	Abbr=Yes
NGC	Y	PROPN	Abbr=Yes
nim	Y	ADJ	Abbr=Yes
NKVD	Y	PROPN	Abbr=Yes
NL	Y	PROPN	Abbr=Yes
NLKP	Y	PROPN	Abbr=Yes
NMDA	Y	PROPN	Abbr=Yes
Nn	Y	ADJ	Abbr=Yes
Nn.	Y	ADJ	Abbr=Yes
nn	Y	ADJ	Abbr=Yes
NOR	Y	PROPN	Abbr=Yes
nov	Y	NOUN	Abbr=Yes
nr	Y	NOUN	Abbr=Yes
NROM	Y	PROPN	Abbr=Yes
NSA	Y	PROPN	Abbr=Yes
NSSN	Y	PROPN	Abbr=Yes
NSV	Y	PROPN	Abbr=Yes
NSVL	Y	PROPN	Abbr=Yes
nt	Y	ADV	Abbr=Yes
N-ö	Y	ADV	Abbr=Yes
N.-ö	Y	ADV	Abbr=Yes
n-ö	Y	ADV	Abbr=Yes
n.-ö	Y	ADV	Abbr=Yes
n.ö	Y	ADV	Abbr=Yes
nö	Y	ADV	Abbr=Yes
O	Y	PROPN	Abbr=Yes
O.	Y	PROPN	Abbr=Yes
o	Y	SYM	Abbr=Yes
OA	Y	PROPN	Abbr=Yes
OECD	Y	PROPN	Abbr=Yes
OGPU	Y	PROPN	Abbr=Yes
OJ287	Y	SYM	Abbr=Yes
OK	Y	ADV	Abbr=Yes
OMP3	Y	SYM	Abbr=Yes
OPM3	Y	SYM	Abbr=Yes
OPT	Y	PROPN	Abbr=Yes
OS		PROPN	Abbr=Yes
ot	Y	X	Abbr=Yes
OÜ	Y	PROPN	Abbr=Yes
Oy	Y	PROPN	Abbr=Yes
P	Y	PROPN	Abbr=Yes
P.	Y	PROPN	Abbr=Yes
p	Y	NOUN	Abbr=Yes
PAF		PROPN	Abbr=Yes
PDA		PROPN	Abbr=Yes
PDS		PROPN	Abbr=Yes
PE		PROPN	Abbr=Yes
P/E		PROPN	Abbr=Yes
PERH		PROPN	Abbr=Yes
PET		PROPN	Abbr=Yes
pH	Y	NOUN	Abbr=Yes
PIAS	Y	PROPN	Abbr=Yes
PM		PROPN	Abbr=Yes
P.M		PROPN	Abbr=Yes
PMBOK		PROPN	Abbr=Yes
PMI	Y	PROPN	Abbr=Yes
Po	Y	X	Abbr=Yes
populi	Y	X	Abbr=Yes
POÜ		PROPN	Abbr=Yes
PPP	Y	PROPN	Abbr=Yes
ppt	Y	NOUN	Abbr=Yes
pr	Y	NOUN	Abbr=Yes
PRIA	Y	PROPN	Abbr=Yes
PRO	Y	PROPN	Abbr=Yes
prof	Y	NOUN	Abbr=Yes
ps	Y	ADV	Abbr=Yes
PSV	Y	PROPN	Abbr=Yes
PÖFF	Y	PROPN	Abbr=Yes
Qol	Y	PROPN	Abbr=Yes
R	Y	PROPN	Abbr=Yes
R.	Y	PROPN	Abbr=Yes
RA	Y	PROPN	Abbr=Yes
RAK	Y	PROPN	Abbr=Yes
RAM	Y	PROPN	Abbr=Yes
RAND	Y	PROPN	Abbr=Yes
RD	Y	PROPN	Abbr=Yes
RDF	Y	PROPN	Abbr=Yes
RER	Y	PROPN	Abbr=Yes
RFA	Y	PROPN	Abbr=Yes
RFID	Y	PROPN	Abbr=Yes
RIA	Y	PROPN	Abbr=Yes
RIBA	Y	PROPN	Abbr=Yes
RIMI	Y	PROPN	Abbr=Yes
RLE	Y	PROPN	Abbr=Yes
RMEM	Y	PROPN	Abbr=Yes
RMK	Y	PROPN	Abbr=Yes
RNA	Y	PROPN	Abbr=Yes
ROKPROPN	Y	Abbr=Yes
ROM	Y	PROPN	Abbr=Yes
S	Y	PROPN	Abbr=Yes
S.	Y	PROPN	Abbr=Yes
s	Y	SYM	Abbr=Yes
SA	Y	PROPN	Abbr=Yes
saj	Y	NOUN	Abbr=Yes
SAP	Y	PROPN	Abbr=Yes
SAS	Y	PROPN	Abbr=Yes
SCI	Y	PROPN	Abbr=Yes
Sci-Fi	Y	NOUN	Abbr=Yes
SCORM	Y	PROPN	Abbr=Yes
SCRUM	Y	PROPN	Abbr=Yes
SEAL	Y	PROPN	Abbr=Yes
SEB	Y	PROPN	Abbr=Yes
SF	Y	PROPN	Abbr=Yes
sh	Y	ADV	Abbr=Yes
s.h	Y	ADV	Abbr=Yes
SHARP	Y	PROPN	Abbr=Yes
SIF	Y	PROPN	Abbr=Yes
SK	Y	PROPN	Abbr=Yes
SKA	Y	PROPN	Abbr=Yes
SKO	Y	PROPN	Abbr=Yes
SKP	Y	PROPN	Abbr=Yes
skp	Y	NOUN	Abbr=Yes
SKT	Y	PROPN	Abbr=Yes
SL	Y	PROPN	Abbr=Yes
sl	Y	NOUN	Abbr=Yes
sm	Y	NOUN	Abbr=Yes
SMEM	Y	PROPN	Abbr=Yes
SMS	Y	NOUN	Abbr=Yes
so	Y	ADV	Abbr=Yes
s.o	Y	ADV	Abbr=Yes
SOG	Y	PROPN	Abbr=Yes
sol	Y	X	Abbr=Yes
SOV	Y	PROPN	Abbr=Yes
sp	Y	NOUN	Abbr=Yes
SPAM	Y	PROPN	Abbr=Yes
SPD	Y	PROPN	Abbr=Yes
SPO	Y	PROPN	Abbr=Yes
SPSS	Y	PROPN	Abbr=Yes
SRAM	Y	PROPN	Abbr=Yes
SRI	Y	PROPN	Abbr=Yes
SRV	Y	PROPN	Abbr=Yes
SRÜ	Y	PROPN	Abbr=Yes
SSEES	Y	PROPN	Abbr=Yes
SSN	Y	PROPN	Abbr=Yes
SSR	Y	PROPN	Abbr=Yes
SZATAKI	Y	PROPN	Abbr=Yes
S.t	Y	ADV	Abbr=Yes
st	Y	ADV	Abbr=Yes
s.t	Y	ADV	Abbr=Yes
SUDEP	Y	PROPN	Abbr=Yes
SWIFT	Y	PROPN	Abbr=Yes
SVK	Y	PROPN	Abbr=Yes
SVR	Y	PROPN	Abbr=Yes
š	Y	SYM	Abbr=Yes
Z	Y	SYM	Abbr=Yes
T	Y	PROPN	Abbr=Yes
T.	Y	PROPN	Abbr=Yes
t	Y	NOUN	Abbr=Yes
T.A	Y	PROPN	Abbr=Yes
TAIK	Y	PROPN	Abbr=Yes
TASA	Y	PROPN	Abbr=Yes
tel	Y	NOUN	Abbr=Yes
TENA	Y	PROPN	Abbr=Yes
THE	Y	X	Abbr=Yes
TJ	Y	PROPN	Abbr=Yes
TJI	Y	PROPN	Abbr=Yes
tk	Y	NOUN	Abbr=Yes
TKU	Y	PROPN	Abbr=Yes
tl	Y	ADV	Abbr=Yes
tlk	Y	NOUN	Abbr=Yes
TLU	Y	PROPN	Abbr=Yes
TLÜ	Y	PROPN	Abbr=Yes
T.M	Y	PROPN	Abbr=Yes
toim	Y	NOUN	Abbr=Yes
TOP	Y	PROPN	Abbr=Yes
TPI	Y	PROPN	Abbr=Yes
TPM	Y	PROPN	Abbr=Yes
TPÜ	Y	PROPN	Abbr=Yes
TPÜ/ELK	Y	PROPN	Abbr=Yes
TRAC	Y	PROPN	Abbr=Yes
TRIPs	Y	PROPN	Abbr=Yes
ts/ha	Y	ADV	Abbr=Yes
tš	Y	SYM	Abbr=Yes
TTÜ	Y	PROPN	Abbr=Yes
TUK	Y	PROPN	Abbr=Yes
TV	Y	PROPN	Abbr=Yes
tv	Y	NOUN	Abbr=Yes
TV1	Y	PROPN	Abbr=Yes
TV2	Y	PROPN	Abbr=Yes
TV3	Y	PROPN	Abbr=Yes
TVMK	Y	PROPN	Abbr=Yes
TÜ	Y	PROPN	Abbr=Yes
U	Y	SYM	Abbr=Yes
U.	Y	PROPN	Abbr=Yes
u	Y	ADV	Abbr=Yes
U3	Y	PROPN	Abbr=Yes
UAV	Y	PROPN	Abbr=Yes
UBS	Y	PROPN	Abbr=Yes
UCI	Y	PROPN	Abbr=Yes
UE	Y	PROPN	Abbr=Yes
UFD	Y	PROPN	Abbr=Yes
UFDA	Y	PROPN	Abbr=Yes
UI	Y	PROPN	Abbr=Yes
UiO	Y	PROPN	Abbr=Yes
UK	Y	PROPN	Abbr=Yes
ULEB	Y	PROPN	Abbr=Yes
UNO	Y	PROPN	Abbr=Yes
USA	Y	PROPN	Abbr=Yes
USB	Y	PROPN	Abbr=Yes
USB1.1	Y	SYM	Abbr=Yes
USB2.0	Y	SYM	Abbr=Yes
V.	Y	PROPN	Abbr=Yes
v.	Y	PROPN	Abbr=Yes
W.	Y	PROPN	Abbr=Yes
w	Y	SYM	Abbr=Yes
v1	Y	SYM	Abbr=Yes
va	Y	ADV	Abbr=Yes
v.a	Y	ADV	Abbr=Yes
v.a.	Y	ADV	Abbr=Yes
van		ADJ	Abbr=Yes
versus		X	Foreign=Yes
VAS	Y	PROPN	Abbr=Yes
WC	Y	NOUN	Abbr=Yes
VD	Y	PROPN	Abbr=Yes
WHO	Y	PROPN	Abbr=Yes
VHS	Y	PROPN	Abbr=Yes
wi	Y	SYM	Abbr=Yes
VIA	Y	PROPN	Abbr=Yes
WiFi	Y	NOUN	Abbr=Yes
VIII		NUM	Abbr=Yes
VK	Y	PROPN	Abbr=Yes
VKE	Y	PROPN	Abbr=Yes
VKKF	Y	PROPN	Abbr=Yes
VLA	Y	PROPN	Abbr=Yes
WLAN	Y	PROPN	Abbr=Yes
WLAN/GPRS	Y	PROPN	Abbr=Yes
VLDL	Y	PROPN	Abbr=Yes
VLT	Y	PROPN	Abbr=Yes
VMA	Y	PROPN	Abbr=Yes
VMAC	Y	PROPN	Abbr=Yes
WMO	Y	PROPN	Abbr=Yes
vms	Y	ADV	Abbr=Yes
vmt	Y	ADV	Abbr=Yes
VPRO	Y	PROPN	Abbr=Yes
VR	Y	PROPN	Abbr=Yes
vrd	Y	VERB	Abbr=Yes
Vt	Y	VERB	Abbr=Yes
vt	Y	VERB	Abbr=Yes
WTO	Y	PROPN	Abbr=Yes
VW	Y	PROPN	Abbr=Yes
VVK	Y	PROPN	Abbr=Yes
WWW	Y	PROPN	Abbr=Yes
vä	Y	ADV	Abbr=Yes
ÕO	Y	PROPN	Abbr=Yes
ÕS	Y	PROPN	Abbr=Yes
ÜRO	Y	PROPN	Abbr=Yes
ÜVO	Y	PROPN	Abbr=Yes
x	Y	SYM	Abbr=Yes
XL	Y	PROPN	Abbr=Yes
XM	Y	PROPN	Abbr=Yes
XML	Y	PROPN	Abbr=Yes
XMM	Y	PROPN	Abbr=Yes
XP	Y	PROPN	Abbr=Yes
Xu	Y	PROPN	Abbr=Yes
XX		NUM	Abbr=Yes
XXY	Y	SYM	Abbr=Yes
Y	Y	SYM	Abbr=Yes
y	Y	X	Abbr=Yes
YLE	Y	PROPN	Abbr=Yes
